new_words,seconds_trans,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,seconds2_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
that will fertile lead into other immigrants in the future which might probably more,325.0,3.333,3.333,1.0,1.0,1.333,1.0,325.0,2.667,3.333,1.0,1.0,1.333,1.0
and more that's what that's how the European immigrant crisis started and,330.0,3.333,3.333,1.0,1.0,1.333,1.0,330.0,3.0,3.333,1.0,1.0,1.333,1.0
also lots of European countries and lots of European countries most of,335.0,3.667,2.667,1.0,1.0,2.0,1.0,335.0,3.0,3.333,1.0,1.0,1.333,1.0
most of the students are against the refugee because cauldrons bit different and they cause like,340.0,3.667,2.667,1.0,1.0,2.0,1.0,340.0,3.0,3.333,1.0,1.0,1.333,1.0
social confusion so I think those kind of confusion will be even much,345.0,3.667,2.667,1.0,1.0,2.0,1.0,345.0,3.667,3.0,1.0,1.0,1.667,1.0
larger in Korea because the culture itself is,350.0,3.333,3.0,1.0,1.0,1.667,1.0,350.0,3.667,3.0,1.0,1.0,1.667,1.0
two different and also although there is no like confirmation,355.0,3.0,3.0,1.0,1.0,1.667,1.0,355.0,3.0,3.333,1.0,1.0,1.0,1.0
that they actually create like a crime the people in Jeju,360.0,3.333,3.0,1.0,1.0,1.333,1.0,360.0,2.667,3.333,1.0,1.0,1.0,1.0
Island feel like with anger from them even one of my friends who's from Georgia Island always,365.0,3.333,3.0,1.0,1.0,1.333,1.0,365.0,2.667,3.333,1.0,1.0,1.333,1.0
talks about about that thing and she sometimes though them and she doesn't want to see,370.0,3.333,3.0,1.0,1.0,1.333,1.0,370.0,3.0,3.333,1.0,1.0,1.333,1.0
those people there so yeah I think it's for,375.0,3.0,3.0,1.0,1.0,1.333,1.0,375.0,2.667,3.333,1.0,1.0,1.0,1.0
the for the Yemen people yeah it is TRUE that,380.0,3.667,3.0,1.0,1.0,1.333,1.0,380.0,3.0,3.333,1.0,1.0,1.0,1.0
we should take care of them for a while but after the crisis settle down they,385.0,3.0,3.667,1.333,1.0,1.0,1.0,385.0,3.0,3.333,1.0,1.0,1.0,1.0
should go back but I'm not sure whether they will try to stake in Korea even further because,390.0,3.0,3.667,1.333,1.0,1.0,1.0,390.0,2.667,3.333,1.0,1.0,1.0,1.0
it is developed country yes I'm bit confused about that,395.0,2.333,3.667,1.333,1.0,1.0,1.0,395.0,2.667,3.667,1.0,1.0,1.0,1.0
well you have said that French,400.0,2.333,3.667,1.333,1.0,1.0,1.0,400.0,2.667,3.667,1.333,1.0,1.0,1.0
and German people are against a refugees movements and that's because there are so,405.0,2.333,3.667,1.333,1.0,1.0,1.0,405.0,3.0,3.667,1.0,1.0,1.0,1.0
"many refugees moving into those countries every year it's about 100,000 refugees were talking",410.0,2.667,3.667,1.333,1.0,1.0,1.0,410.0,2.667,3.667,1.0,1.0,1.0,1.0
about for European cases but for a career it's less than thousand and and I believe,415.0,2.667,3.667,1.333,1.0,1.333,1.0,415.0,2.667,3.667,1.0,1.0,1.0,1.0
they fact of the refugees on Korean Society is much smaller compared to the effect,420.0,2.333,3.667,1.333,1.0,1.333,1.0,420.0,2.667,3.667,1.0,1.0,1.0,1.0
that the refugees are bringing on to the European societies and therefore the and objection will be,425.0,2.667,3.667,1.333,1.0,1.0,1.0,425.0,2.667,3.667,1.0,1.0,1.0,1.0
lower as well and also we have to know that,430.0,3.333,3.667,1.333,1.0,1.0,1.0,430.0,3.333,3.0,1.0,1.0,1.667,1.0
the judge island is a special case because once the refugees moving to the judge Island their economic activities,435.0,3.0,3.667,1.333,1.0,1.0,1.0,435.0,3.0,3.0,1.0,1.0,1.667,1.0
will be limited to those in Jeju Island it will not affect the most,440.0,3.0,3.667,1.333,1.0,1.0,1.0,440.0,3.0,3.333,1.333,1.0,1.667,1.0
part of Korea and certainly we can therefore conclude that the effect of refugees and Korean,445.0,3.333,3.667,1.333,1.0,1.0,1.0,445.0,3.333,3.333,1.333,1.0,1.667,1.0
societies very low and therefore all these objections against the refugees,450.0,3.333,3.667,1.333,1.0,1.0,1.0,450.0,3.333,3.333,1.333,1.0,1.667,1.0
are very exaggerated with they are based,455.0,3.333,3.667,1.333,1.0,1.0,1.0,455.0,3.333,3.333,1.333,1.0,1.667,1.0
on baseless misconceptions that we Muslims are potential terrorists,460.0,3.0,3.667,1.333,1.0,1.0,1.0,460.0,3.333,3.333,1.333,1.0,2.0,1.0
criminals and Korea now has to move from a society where these,465.0,3.0,3.667,1.333,1.0,1.0,1.0,465.0,3.333,3.333,1.333,1.0,2.0,1.0
misconceptions should no longer have effect on people's minds,470.0,3.0,3.667,1.333,1.0,1.0,1.0,470.0,3.333,3.333,1.333,1.0,2.0,1.0
okay so my think about that is that they're not,475.0,3.0,3.667,1.333,1.0,1.0,1.0,475.0,3.333,3.333,1.333,1.0,2.0,1.0
limited to Jeju Island the Muslim people well actually there was a news report by Korean news agency,480.0,3.0,3.667,1.333,1.0,1.0,1.0,480.0,3.333,3.333,1.333,1.0,2.0,1.0
that there was a Facebook group consisted of like 150 Yemen,485.0,3.0,3.667,1.333,1.0,1.0,1.0,485.0,3.333,3.333,1.333,1.0,2.0,1.0
man and five Koreans were five Korean people were brokers who,490.0,2.667,3.0,1.0,1.0,1.333,1.0,490.0,3.0,2.667,1.333,1.0,1.333,1.0
made like a ship that led the German people moved to the Korean Mainland,495.0,2.667,3.0,1.0,1.0,1.333,1.0,495.0,3.0,2.667,1.333,1.0,1.333,1.0
because at first the judges City whole tried to give and when people drop,500.0,2.667,3.0,1.0,1.0,1.333,1.0,500.0,3.0,2.667,1.333,1.0,1.333,1.0
to the like the fisherman Tom to help the features catch the fish in the sea,505.0,2.667,3.0,1.0,1.0,1.333,1.0,505.0,3.0,2.667,1.333,1.0,1.333,1.0
but they re they yeah at first they tried to do this job but they insisted that the,510.0,2.667,3.0,1.0,1.0,1.333,1.0,510.0,3.0,2.667,1.333,1.0,1.333,1.0
wage is too low and they made a Facebook group and some of them actually went to Korea,515.0,2.667,3.0,1.0,1.0,1.333,1.0,515.0,3.0,4.0,2.0,1.0,1.0,1.0
Mainland and was on the news report so I don't think there will be confined to the Jesuit,520.0,2.667,3.667,1.0,1.0,1.333,1.0,520.0,3.0,4.0,2.0,1.0,1.0,1.0
Island and also although Korea is a default developed,525.0,2.667,3.667,1.0,1.0,1.333,1.0,525.0,2.667,3.667,1.667,1.0,1.0,1.0
country in well well defined,530.0,2.667,3.667,1.0,1.0,1.333,1.0,530.0,2.667,3.667,1.667,1.0,1.0,1.0
term I don't think it is developed country it is somewhere between the developing,535.0,3.0,2.667,1.0,1.333,2.0,1.0,535.0,2.667,3.667,1.667,1.0,1.0,1.0
and developed country like there is like almost a double-double,540.0,3.333,2.667,1.0,1.333,1.667,1.0,540.0,2.667,3.667,1.667,1.0,1.0,1.0
difference of an income for those European countries or United States so,545.0,3.0,2.667,1.0,1.333,1.667,1.0,545.0,2.333,3.0,1.0,1.0,1.0,1.0
yeah I don't I don't think there's enough Wells for Korean government to support,550.0,3.0,2.667,1.0,1.333,1.667,1.0,550.0,2.667,3.0,1.0,1.0,1.0,1.0
the future immigration but would you agree that at least Korea is more developed,555.0,3.0,2.667,1.0,1.333,1.667,1.0,555.0,2.667,3.0,1.0,1.0,1.0,1.0
than Yemen that's TRUE and would you agree that Korea is a more developed,560.0,3.333,3.0,1.0,1.0,1.667,1.0,560.0,3.0,2.333,1.0,1.0,1.333,1.0
Nation who has signed the UN agreement for refugees has an international,565.0,3.0,3.0,1.0,1.0,1.667,1.0,565.0,3.0,2.333,1.0,1.0,1.333,1.0
obligation to take in refugees yeah then you agree that Korea has,570.0,3.0,3.0,1.0,1.0,1.667,1.0,570.0,2.667,2.333,1.0,1.0,1.333,1.0
the obligation to take refugees and therefore it must take it are they fine for the,575.0,2.667,3.333,1.0,1.0,1.0,1.0,575.0,3.0,2.333,1.0,1.0,1.333,1.0
UN immigration but that does not mean that they have to take them a I haven't,580.0,2.667,3.333,1.0,1.0,1.0,1.0,580.0,2.667,3.333,1.0,1.0,1.0,1.0
read the UN Refugee act perfectly but the Korea doesn't have,585.0,2.333,3.333,1.0,1.0,1.0,1.0,585.0,3.0,3.333,1.0,1.0,1.0,1.0
enough wealth to support and then the current young,590.0,3.333,3.667,1.0,1.0,1.0,1.0,590.0,3.333,3.667,1.333,1.0,1.0,1.0
people young Generations have don't have jobs so why should you use tax on them to support,595.0,3.0,3.667,1.0,1.0,1.0,1.0,595.0,3.333,4.0,1.333,1.0,1.0,1.0
them while even the Korean people don't have enough jobs and even like the,600.0,3.333,3.667,1.0,1.0,1.0,1.0,600.0,3.333,3.0,1.0,1.0,1.333,1.0
veterans who joined the Korean War skill,605.0,3.333,3.667,1.0,1.0,1.0,1.0,605.0,3.333,3.0,1.0,1.0,1.333,1.0
still living in poverty but before you agreed that,610.0,3.0,3.667,1.0,1.0,1.0,1.0,610.0,3.333,3.0,1.333,1.0,1.333,1.0
Korea is a developed Nation compared to Yemen yeah would you agree that as a developed Nation,615.0,3.667,2.333,1.0,1.667,1.0,1.0,615.0,3.333,3.0,1.333,1.0,1.333,1.0
"it has capacity to take in at least 1,000 foreigners but",620.0,3.667,2.333,1.0,1.667,1.0,1.0,620.0,3.333,3.0,1.333,1.0,1.333,1.0
Dad might lead into like potential crisis because those if we let those immigrants,625.0,3.0,3.333,1.0,1.0,1.333,1.0,625.0,3.0,2.667,1.333,1.333,1.0,1.0
in they leak to Korean Mainland and even will further like,630.0,2.667,3.333,1.0,1.0,1.333,1.0,630.0,3.333,2.667,1.333,1.333,1.0,1.0
the social problems larger the news reports,635.0,2.667,3.333,1.0,1.0,1.333,1.0,635.0,3.0,3.0,1.0,1.0,1.0,1.0
that yeah so do you really believe that these 550 people,640.0,2.667,3.333,1.0,1.0,1.333,1.0,640.0,2.0,3.0,1.0,1.0,1.0,1.0
pose real threats against 50 million Koreans because it's being made,645.0,2.667,3.333,1.0,1.0,1.333,1.0,645.0,3.0,3.0,1.0,1.0,1.0,1.0
exclusion for them even more young people will come to Korea because of that,650.0,2.667,3.333,1.0,1.0,1.333,1.0,650.0,3.0,3.0,1.0,1.0,1.0,1.0
not even young man but even other Middle East and for example like South America,655.0,2.667,3.333,1.0,1.0,1.333,1.0,655.0,3.0,3.0,1.0,1.0,1.0,1.0
Venezuela so if they make exclusion to the case if can future be addressed to Korean,660.0,2.667,3.333,1.0,1.0,1.333,1.0,660.0,3.0,3.0,1.0,1.0,1.0,1.0
immigrant acts but certainly it will,665.0,2.0,3.0,1.0,1.0,1.0,1.0,665.0,3.0,3.0,1.0,1.0,1.0,1.0
it starts not when you make me did you know how USA become the strongest country,5.0,2.0,2.333,1.0,1.0,2.333,1.0,5.0,2.0,2.667,1.0,1.0,1.0,1.0
in the world that was because of the refugees the USA has started,10.0,2.0,2.333,1.0,1.0,2.333,1.0,10.0,2.0,2.667,1.0,1.0,1.0,1.0
from the refugees of Mayflower in 1620 from the English,15.0,2.0,2.333,1.0,1.0,3.333,1.0,15.0,2.333,2.667,1.0,1.0,1.0,1.0
from the English by the religious religious thing,20.0,2.0,2.333,1.0,1.0,3.333,1.0,20.0,2.333,2.667,1.0,1.0,1.0,1.0
in USA we can begin Motown and the city and a country,25.0,2.0,2.333,1.0,1.0,2.333,1.0,25.0,2.0,2.667,1.0,1.0,1.0,1.0
and a United 1313 state or country by the,30.0,2.0,2.333,1.0,1.0,2.333,1.0,30.0,2.333,2.667,1.0,1.0,1.0,1.0
refugees that they wanted freedom,35.0,2.0,2.333,1.0,1.0,2.333,1.0,35.0,2.0,2.667,1.0,1.0,1.0,1.0
and power without all of the without of English it will,40.0,2.0,2.333,1.0,1.0,2.333,1.0,40.0,2.0,2.667,1.0,1.0,1.0,1.0
form run and for a second second,45.0,2.0,2.333,1.0,1.0,2.333,1.0,45.0,2.0,2.667,1.0,1.0,1.0,1.0
chance and for a second second chance they got refugees from the euro,50.0,2.0,2.333,1.0,1.0,2.333,1.0,50.0,2.0,2.667,1.0,1.0,1.0,1.0
drop Italian recipes Italian and Irish for,55.0,2.0,2.333,1.0,1.0,2.333,1.0,55.0,2.333,2.667,1.0,1.0,1.0,1.0
something they wanted job because of the painting and colony,60.0,2.0,2.333,1.0,1.0,2.333,1.0,60.0,2.333,2.667,1.0,1.0,1.0,1.0
without these are finished and a Spanish from medical,65.0,2.0,2.333,1.0,1.0,2.333,1.0,65.0,2.333,2.667,1.333,1.0,1.0,1.0
staff who are their job for money for money and Etc,70.0,1.667,2.333,1.0,1.0,2.333,1.0,70.0,2.333,2.667,1.333,1.0,1.0,1.0
without those things USA had not become more powerful country,75.0,1.667,2.333,1.0,1.0,2.333,1.0,75.0,2.0,2.667,1.333,1.0,1.0,1.0
and the most powerful country in the world without the Multicultural multi culture of salad,80.0,1.667,2.333,1.0,1.0,2.333,1.0,80.0,2.0,2.667,1.333,1.0,1.0,1.0
bowl the thing,85.0,1.667,2.0,1.0,1.0,2.667,1.0,85.0,2.0,2.667,1.333,1.0,1.0,1.0
the we should ban refugees is going is perpetually,90.0,2.333,2.0,1.0,1.0,2.667,1.0,90.0,2.0,2.667,1.333,1.0,1.333,1.0
not logical thing,95.0,2.333,2.333,1.0,1.0,2.333,1.0,95.0,2.333,2.667,1.333,1.0,1.333,1.0
I understand your idea but I think the case of USA,100.0,3.0,2.667,1.0,1.0,2.667,1.0,100.0,2.333,2.667,1.333,1.333,1.667,1.0
is a case of 30 of like almost a century ago,105.0,3.0,2.667,1.0,1.0,2.667,1.0,105.0,2.333,2.667,1.333,1.333,1.667,1.0
and it should be up to occur it shouldn't be applicable to now because as you can see,110.0,3.667,2.667,1.0,1.0,2.333,1.0,110.0,2.333,2.667,1.333,1.333,1.667,1.0
if you refer to other examples in countries like European countries like Germany,115.0,3.667,2.333,1.0,1.0,2.333,1.0,115.0,2.0,2.667,1.333,1.333,1.667,1.0
French Greece or turkey they actually face a lot of problems regarding their Refugee,120.0,3.667,2.333,1.0,1.0,2.667,1.0,120.0,2.0,2.667,1.333,1.333,1.667,1.0
because I think Germany and France and Greece,125.0,3.667,2.667,1.0,1.0,2.667,1.0,125.0,3.0,2.333,1.333,1.333,1.667,1.0
have problems but how about turkey turkey is not actually they only put the,130.0,3.667,2.667,1.0,1.0,2.333,1.0,130.0,2.667,2.333,1.333,1.333,1.667,1.0
refugee inside the camp they don't let the few Fuji outside of the camp I didn't even know what,135.0,4.0,2.333,1.0,1.0,2.333,1.0,135.0,2.667,2.333,1.333,1.333,1.667,1.0
the news that turkey has receiving the refugees except for Syria,140.0,4.0,2.333,1.0,1.0,2.667,1.0,140.0,2.667,2.333,1.333,1.333,1.667,1.0
except for Syria they actually put the if you read the news,145.0,4.0,2.667,1.0,1.0,1.667,1.0,145.0,2.667,2.333,1.333,1.333,1.667,1.0
they actually put a refugee in the candidate they actually warned that they got to release the refugee from the can,150.0,3.667,2.333,1.0,1.0,2.667,1.0,150.0,3.0,2.333,1.333,1.333,1.667,1.0
as a warning sign for like a kind of risk,155.0,4.0,2.667,1.0,1.0,2.667,1.0,155.0,3.0,2.333,1.333,1.333,1.667,1.0
or a threat to the u.s. to the European Union so I believe that,160.0,3.667,2.667,1.0,1.0,2.667,1.0,160.0,2.667,2.333,1.333,1.333,1.667,1.0
they actually have to Refugee and they just use a lot of refugee at one of the threat but I think that's not,165.0,3.667,2.667,1.0,1.0,2.667,1.0,165.0,2.667,2.333,1.333,1.333,1.667,1.0
my main argument my been argument here is that by putting,170.0,3.667,2.667,1.0,1.0,1.667,1.0,170.0,3.0,2.333,1.333,1.333,1.667,1.0
us at the strongest is why not be applicable to the current situation right now and,175.0,3.667,2.667,1.0,1.0,1.667,1.0,175.0,2.667,2.333,1.333,1.333,1.667,1.0
if we look at Korea Korea is actually not voluntary,180.0,3.667,2.667,1.0,1.0,2.667,1.0,180.0,3.0,2.333,1.333,1.333,1.667,1.0
accepting the refugee at comparing to u.s. u.s. actually they welcome the refugee as one of the wave,185.0,3.667,2.667,1.0,1.0,2.667,1.0,185.0,3.0,2.0,1.333,1.333,1.667,1.0
of their country to develop but career has already developed and this infrastructure and Miss political,190.0,3.667,2.667,1.0,1.0,2.0,1.0,190.0,3.0,2.0,1.333,1.333,1.667,1.0
system is not suitable ooh for receiving the profusion I don't,195.0,3.667,2.667,1.0,1.0,2.667,1.0,195.0,3.0,2.333,1.333,1.333,1.667,1.0
think so I don't think so Korea needs to be better off Korea s,200.0,3.667,2.667,1.0,1.0,1.667,1.0,200.0,3.0,2.0,1.333,1.333,1.667,1.0
economy The Divided one is stopped and if,205.0,3.667,2.667,1.0,1.0,1.667,1.0,205.0,3.0,2.333,1.333,1.333,1.667,1.0
it may be the refugees from resettling refugees have a,210.0,2.667,3.0,1.0,1.333,2.667,1.0,210.0,3.333,3.0,1.0,1.667,1.667,1.0
good idea about Korea that should be the way to new breakthrough,215.0,2.667,3.0,1.0,1.667,2.667,1.0,215.0,3.333,2.667,1.0,1.667,1.667,1.0
to the way of Korea to say oh they're Market to,220.0,3.0,2.667,1.0,1.667,2.0,1.0,220.0,3.0,3.0,1.0,1.667,1.667,1.0
that means Yemen or Syria or something countries,225.0,3.0,2.667,1.0,1.333,2.0,1.0,225.0,3.0,3.0,1.0,1.667,1.667,1.0
should be the new market of Korea it is an investment for the future,230.0,3.0,3.0,1.0,1.667,2.0,1.0,230.0,3.0,3.0,1.0,1.667,1.667,1.0
and now it now pour the Korea the other countries Iraq,235.0,3.0,3.0,1.0,1.667,2.0,1.0,235.0,3.0,3.0,1.0,1.667,1.667,1.0
and Syria Europe and turkey I can turkey should be banned for this argument,240.0,3.667,2.667,1.0,1.667,2.333,1.0,240.0,3.0,3.0,1.0,1.667,1.667,1.0
turkey is not it,245.0,3.667,2.667,1.0,1.667,2.333,1.0,245.0,3.0,3.0,1.0,1.667,1.667,1.0
can be seen grilled it for this problem we should we should make a can,250.0,3.667,2.667,1.0,1.667,2.333,1.0,250.0,3.0,3.0,1.0,1.667,1.667,1.0
inside of Jeju Island to poor refugees not ready now the topper images,255.0,3.667,2.667,1.0,1.667,1.667,1.0,255.0,3.0,3.0,1.0,1.667,1.667,1.0
we should make a camp it is Jeju Island is not a can its nature,260.0,3.667,2.667,1.0,1.667,2.333,1.0,260.0,3.0,3.0,1.0,1.667,1.667,1.0
people and repudiate the harmony call refugees,265.0,2.667,2.333,1.0,1.667,2.667,1.0,265.0,3.0,3.0,1.0,1.667,1.667,1.0
but regarding the development of Korea I think that is,270.0,2.667,2.333,1.0,1.667,2.333,1.0,270.0,3.0,3.0,1.0,1.667,1.667,1.0
it better to focus on Korean people first when you develop Korea because Korean people that,275.0,2.667,2.333,1.0,1.667,2.667,1.0,275.0,3.0,3.0,1.0,1.667,1.667,1.0
read the core resources of Korea like Korea hasn't is used to be a homogeneous country so,280.0,2.667,2.333,1.0,1.667,2.667,1.0,280.0,3.0,3.0,1.0,1.667,1.667,1.0
even with Korean people do they actually you guys actually was able to develop into,285.0,2.667,2.333,1.0,1.667,2.333,1.0,285.0,2.667,3.0,1.0,1.667,1.333,1.0
one of the main power in the world so isn't keep focusing on Korean people,290.0,2.667,2.333,1.0,1.667,2.667,1.0,290.0,2.667,3.0,1.0,1.667,1.333,1.0
is one of the way to develop to develop Korea a better country,295.0,2.333,2.333,1.0,1.333,2.667,1.0,295.0,2.667,3.0,1.0,1.667,1.333,1.0
in the future and talking about Korean people actually do you the Yemen if Yugi,300.0,2.333,2.333,1.0,1.333,2.667,1.0,300.0,2.667,3.0,1.0,1.667,1.333,1.0
in in Jeju Island actually cause a lot of trouble for Korean people like,305.0,2.333,2.333,1.0,1.333,2.667,1.0,305.0,2.667,3.0,1.0,1.667,1.333,1.0
the people who residing in Korea and they actually stick to seven cases of Korean,310.0,2.333,2.333,1.0,1.333,2.667,1.0,310.0,2.667,3.0,1.0,1.667,1.333,1.0
woman who actually got adopted by Korean I buy the gemenese refugee,315.0,3.333,2.667,1.0,1.667,2.333,1.0,315.0,2.667,3.0,1.0,2.0,1.333,1.0
so isn't it isn't it isn't it the focus of Korean people to protect is,320.0,3.333,2.333,1.0,1.667,2.333,1.0,320.0,2.667,3.0,1.0,2.0,1.333,1.0
is countrymen first instead of receiving those people from oversea,325.0,3.333,2.333,1.0,1.333,2.333,1.0,325.0,2.667,3.0,1.0,2.0,1.333,1.0
and and in order for example if you want to get them in I,330.0,3.333,2.667,1.0,1.333,2.0,1.0,330.0,2.667,3.0,1.0,2.0,1.333,1.0
want to get the refugee and just in case that you need to have a real treatment like a huge amount of,335.0,3.333,2.333,1.0,1.333,2.0,1.0,335.0,2.667,3.0,1.0,1.333,1.667,1.0
resources to actually build cam or actually have a proper way for,340.0,3.333,2.333,1.0,1.333,2.0,1.0,340.0,2.667,3.0,1.0,1.333,1.667,1.0
the Yemen people to actually mingle with the Korean people because Korean is actually,345.0,3.333,2.667,1.0,1.333,2.0,1.0,345.0,3.0,3.0,1.0,1.333,1.667,1.0
as I said people are homogeneous country so they don't really accept International people from over C,350.0,3.333,2.667,1.333,1.333,2.0,1.0,350.0,3.0,3.0,1.0,1.333,1.667,1.0
so in that case I think Korean people need to change a lot and need to invest a lot not just in not such like,355.0,3.333,2.667,1.333,1.333,2.0,1.0,355.0,3.0,3.0,1.0,1.333,1.667,1.0
in resources but also in their mindset in order to,360.0,3.0,2.0,1.0,1.333,2.0,1.0,360.0,3.0,3.0,1.0,1.667,1.667,1.0
accept the refugee and help them to become Korean,365.0,3.0,2.333,1.333,1.333,2.333,1.0,365.0,3.0,3.0,1.0,1.667,1.667,1.0
North Korea is not luck now the homogeneous flow Theory anymore Priyanka I have had receiving,370.0,3.0,2.0,1.0,1.333,2.0,1.0,370.0,3.0,3.0,1.0,1.667,1.667,1.0
refugees from especially girls from the rural side,375.0,3.0,2.0,1.0,1.333,2.0,1.0,375.0,3.0,3.0,1.0,1.667,1.667,1.0
