new_words,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,delta2,lowAlpha2,highAlpha2,lowBeta2,highBeta2,lowGamma2,middleGamma2,theta2,arousal_trans,valence_trans,happy_trans,angry_trans,nervous_trans,sad_trans,arousal2_trans,valence2_trans,happy2_trans,angry2_trans,nervous2_trans,sad2_trans
and it should be up to occur it shouldn't be applicable to now because as you can see,-1.508,-1.299,-1.303,-1.316,-0.303,0.013,-0.961,-1.741,0.694,0.734,-0.284,0.831,5.564,3.309,-0.28,0.65,4,3,1,1,2,1,2,3,1,1,2,1
and I just don't think that that's the first thing that we should focus on it's,-0.336,-0.435,-0.905,-1.003,2.041,3.182,1.235,-0.938,-1.52,-1.267,-1.514,-1.328,-0.886,-1.199,-1.309,-1.528,2,3,1,1,1,1,3,3,1,1,1,1
monitoring efforts and I think we should also be very careful,-1.012,-1.071,-1.037,-1.106,0.161,-0.094,-1.498,-1.234,-1.697,-1.609,-1.615,-1.446,-1.054,-1.249,-2.692,-2.013,3,3,2,1,2,1,3,3,2,1,2,1
someone here are you,-0.017,0.213,0.889,-0.419,-0.304,-0.334,-1.133,0.662,-0.793,-0.767,-1.43,-1.179,-0.456,-0.101,0.157,-1.438,3,3,1,1,2,1,3,3,1,1,1,1
that those people in Jeju Island they fear about those know like,-1.278,-0.634,-1.441,-1.247,0.009,-0.716,-0.708,-1.324,-1.388,-1.389,-1.508,-1.358,-0.905,-0.91,-0.737,-1.203,3,4,2,2,2,1,2,3,1,1,2,1
these days you know all over the world we're talking about globalism,-1.507,-1.482,-1.532,-1.372,-0.845,-1.131,-2.29,-1.926,-0.618,-0.181,-0.869,-1.08,0.934,0.634,0.313,0.312,3,3,1,1,1,1,3,3,1,1,1,1
system that lets in these refugees so if the articles,-0.87,-0.884,-0.999,-1.097,1.748,1.971,0.841,-1.205,-1.662,-1.4,-1.559,-1.425,-0.793,-1.042,-2.5,-1.645,3,3,2,1,1,1,3,3,2,1,2,1
the government needs to help them more and I'm you said that extreme people add,-1.504,-1.401,-1.455,-1.342,-0.425,-0.198,-2.024,-1.671,-1.468,-1.335,-1.172,-1.253,0.856,0.076,-2.064,-1.638,4,3,2,1,2,1,3,3,2,1,1,1
International outside of their country,-0.997,-1.387,-1.198,-1.258,0.177,0.172,-1.614,-1.432,-1.156,-1.082,-1.063,-0.804,1.731,1.751,-0.148,-0.113,3,3,2,1,2,1,3,3,2,1,2,1
paying people for but then the thing is even that has become a problem,-1.548,-1.427,-1.405,-1.259,-0.237,-0.527,-2.491,-1.775,-1.283,-0.667,-1.436,-1.267,0.064,-0.355,-1.089,-1.27,3,4,1,2,1,1,3,3,1,1,1,1
yep for the minor job that they can do,-1.236,-1.374,-1.355,-1.145,0.34,0.016,-2.005,-1.594,-1.755,-1.68,-1.608,-1.484,-1.241,-1.393,-3.066,-2.151,2,3,2,1,1,1,3,3,2,1,1,1
okay,-0.931,-0.754,-0.335,-0.965,-0.746,-0.458,0.179,-0.578,-0.726,0.169,-0.859,-0.588,1.27,1.17,0.636,-0.162,3,3,1,1,2,1,3,3,1,1,1,1
food tastes like but for the,-1.395,-1.229,-1.364,-1.329,0.198,-0.272,-1.292,-1.76,-1.59,-1.598,-0.414,-1.364,-0.323,-0.426,-3.0,-2.067,3,3,2,1,1,1,2,3,2,1,2,1
typical typical Refugee like using SMS and Facebook,-1.463,-1.247,-1.47,-1.343,-0.452,-0.72,-0.506,-1.324,-1.496,-1.427,-1.278,-1.364,-0.597,-0.69,-2.509,-1.734,2,3,1,1,1,1,3,2,1,1,2,1
high countries other countries but you have to take into account that the GP,-1.076,-0.649,-0.981,-0.967,2.78,0.208,-0.463,-0.902,-1.678,-1.436,-1.461,-1.382,-0.648,-1.015,-2.439,-1.726,3,3,1,1,2,1,2,3,1,1,1,1
so on the matter on the matter of taking refugees from Yemen to Jeju Island on the,-1.405,-1.21,-1.365,-1.262,0.079,-0.035,-1.929,-1.836,-0.822,-0.98,-1.293,-1.187,0.985,0.67,0.335,-1.093,3,3,1,1,1,1,2,3,1,1,1,1
for the case of the yemenis refugees seeing this Mass influx especially,-1.458,-1.376,-1.487,-1.29,-0.571,-0.849,-0.996,-1.552,-1.532,-1.301,-1.45,-1.375,-0.76,-0.511,-1.668,-1.752,3,3,1,1,1,1,4,3,1,1,1,1
for now everything is sort of drastic and too soon for Koreans to actually come up with,-1.496,-1.366,-1.458,-1.361,-0.037,-0.596,-2.921,-1.741,-1.144,-0.977,-1.448,-1.157,0.043,-0.628,-1.406,-1.073,2,3,1,2,1,1,3,3,1,2,1,1
people in might be the case for some people that,-1.261,-0.907,-1.178,-1.033,0.892,0.615,0.455,0.119,-1.302,-1.204,-1.326,-1.187,-0.002,-0.746,-1.395,-1.526,3,3,2,1,1,1,3,3,2,1,1,1
that we read are accurate it does seem that this current system is very inefficient and does have major flaws,-0.637,-0.952,-1.159,-1.022,0.839,2.563,-1.294,-0.4,-1.712,-1.6,-1.605,-1.452,-1.021,-1.212,-2.87,-2.017,3,3,2,1,1,1,3,3,2,1,2,1
remain in Yemen they should do military they should do,-1.716,-1.613,-1.616,-1.426,-0.755,-1.117,-2.95,-1.97,-1.038,-1.141,-1.105,-0.786,-0.611,-0.407,-0.521,-0.927,3,3,1,1,2,1,2,3,2,1,2,1
it's time for Korean government to understand did what would you,0.451,3.364,2.753,0.832,11.17,7.699,0.205,0.585,-1.442,-1.004,-1.243,-1.281,-0.654,-0.969,-1.413,-1.315,3,3,1,1,2,1,3,3,1,1,2,1
Dimension,-1.093,-0.617,-1.147,-1.087,2.593,0.893,0.494,-0.79,-1.102,-1.073,-1.112,-0.927,-0.415,-0.351,-1.53,-1.716,2,3,1,1,1,1,3,4,1,2,1,1
and I think the fact that the younger generation is focusing on their own I guess survival,-0.542,-0.722,-1.144,-1.167,0.943,0.15,0.728,-1.004,-1.631,-1.539,-1.567,-1.383,-0.92,-1.067,-3.018,-1.985,4,3,2,1,1,1,3,3,2,1,2,1
so it would be bad for the economy of Jeju Island but,-1.561,-1.525,-1.49,-1.367,-0.41,-0.473,-3.028,-2.07,-1.347,-0.856,-1.167,-1.103,-0.186,0.367,0.317,-1.422,2,3,2,1,1,1,3,3,2,1,2,1
places like Yemen so this could happen to us too so there,-0.784,-1.253,-1.385,-1.027,-0.088,0.71,-1.334,-1.035,-0.883,-0.547,-1.104,-0.867,-0.481,-0.277,0.911,-1.231,4,3,1,1,2,1,2,3,2,1,2,1
security security of locals and with respect to refugees coming,-1.286,-1.187,-1.402,-1.235,-0.908,-1.095,-1.06,-1.727,-1.52,-0.838,-1.076,-1.264,1.357,0.327,0.973,-1.122,2,3,1,1,1,1,3,3,1,1,3,1
that they are they want to they want help from Korea and they want to contribute,-1.477,-1.48,-1.558,-1.417,-0.943,-1.037,-2.154,-1.781,0.085,0.259,-0.074,-0.56,8.655,7.875,2.213,-0.511,3,3,2,1,1,1,3,3,2,1,2,1
to an eight point eight percent so that really means that young people are having a hard time finding jobs,-1.329,-0.854,-1.386,-1.125,-0.48,-0.507,-0.954,-1.047,-1.517,-1.483,-1.445,-1.372,0.574,-0.517,-1.285,-1.608,3,4,2,1,1,1,3,3,1,1,1,1
to to act as accordingly to this Refugee,-1.453,-1.526,-1.406,-1.277,0.025,-0.729,-1.637,-1.746,-1.347,-1.47,-1.406,-1.196,-0.681,-0.543,-2.499,-1.85,4,3,1,2,2,1,3,3,1,1,1,1
over the chaotic State compared to many other,-1.235,-1.403,-1.416,-1.335,0.565,0.321,1.096,-1.53,-1.202,-0.724,-0.985,-0.691,-0.105,-0.076,0.276,-1.174,2,3,1,1,2,1,3,2,1,1,1,1
actually ready for such an intake in Immigration you mentioned that he,-0.284,-0.397,-1.082,-0.834,1.055,1.089,-0.96,-1.031,-1.68,-1.563,-1.61,-1.457,-1.061,-1.255,-2.918,-1.96,4,3,2,1,2,1,3,3,2,1,2,1
as because of like many other Islamic countries are not accepting refugees,-1.182,-1.389,-1.489,-1.158,-0.786,-1.009,-2.217,-1.965,-1.102,-1.008,-1.164,-0.929,0.335,0.553,-0.941,-1.426,3,4,1,1,1,1,2,3,1,1,1,1
over again it's all based on Refugee Convention as we have signed in 1994,-0.454,-0.726,-0.508,-0.236,-0.086,-0.277,0.026,0.713,-1.013,-0.961,-0.977,-0.708,0.475,1.296,0.809,-0.095,3,3,1,1,2,1,3,3,1,1,1,1
thousands of refugees and they have done,-1.624,-1.571,-1.534,-1.38,-0.289,-0.829,-1.668,-1.647,-1.327,-1.252,-1.464,-1.289,-0.535,-0.705,-0.383,-1.667,3,4,1,1,1,1,2,3,1,1,2,1
to approve or to,-1.107,-0.337,-1.001,-0.798,1.917,2.193,1.74,-0.297,-1.244,-1.322,-0.873,-1.277,0.357,1.006,0.147,-0.766,2,3,1,1,1,1,2,4,1,1,2,1
and stuff like that I lived in Saudi Arabia for two years and come on that's one of the biggest,-1.712,-1.223,-1.601,-1.444,-0.978,-1.221,-2.013,-1.935,-0.889,-0.876,-0.856,-1.129,0.834,1.718,2.444,-0.91,3,3,1,1,1,1,4,3,1,1,1,1
created all those meth should let those immigrants thing right,-1.472,-1.221,-1.445,-1.341,-0.07,-0.616,-1.847,-1.763,-1.389,-1.305,-1.515,-1.334,-0.773,-0.677,0.596,-1.69,2,3,1,1,1,1,3,4,1,1,1,1
enough money for both problems may be called from something that,-0.12,0.34,-0.003,-0.245,5.375,5.696,-0.612,0.538,-1.216,-1.399,-1.34,-1.005,0.116,-0.313,-0.601,-1.486,3,3,1,1,2,1,4,3,1,1,1,1
but you cannot say that the attitude of unpreparedness,-0.552,-0.201,-0.796,-0.924,-0.451,-0.791,0.701,-0.643,-1.179,-0.64,-1.197,-1.154,0.758,0.057,0.25,-1.282,3,3,1,1,1,1,3,3,1,1,2,1
the refugee problems or issues more than,-1.446,-1.473,-1.252,-1.237,0.016,0.252,-1.8,-1.598,-1.347,-0.99,-1.12,-1.249,0.039,-0.432,1.082,-0.896,2,3,1,1,1,1,2,4,1,1,1,1
another Foreigner culture,-1.562,-1.434,-1.268,-1.281,0.07,-0.328,0.921,-1.453,-1.281,-1.085,-1.395,-1.252,-0.211,-0.455,0.182,-1.467,3,3,2,1,2,1,3,3,2,2,2,2
incidents that really proves that they're the bad guys that affects,-1.29,-0.892,-1.399,-1.152,-0.36,-0.789,-0.745,-1.431,-1.431,-1.238,-1.022,-1.2,-0.431,-0.766,-0.427,-1.471,2,2,2,2,1,1,3,3,2,1,2,1
I,-1.246,-0.645,-1.443,-1.186,-0.589,-0.767,-0.691,-1.12,-1.282,-0.914,-0.998,-1.168,1.805,1.331,-0.797,-1.022,3,4,2,1,1,1,3,3,1,1,1,1
might do this they might do the bad things I think there,-1.535,-1.516,-1.586,-1.327,-0.413,-1.045,-2.907,-1.876,0.191,-0.062,-0.691,-0.674,0.781,0.463,0.3,-0.697,2,2,2,2,1,1,3,3,2,1,2,1
I guess we can go about,-1.062,-0.833,-0.774,-1.08,2.0,0.996,-0.193,-0.453,-1.296,-1.349,-1.447,-1.26,-0.66,-0.81,-0.767,-1.711,3,3,1,1,1,1,2,3,1,1,1,1
the reason people are against it would be more because these people,0.57,-0.157,0.628,0.835,-0.185,0.283,0.603,0.351,-1.613,-1.54,-1.52,-1.412,-0.654,-1.111,-1.691,-1.692,3,3,1,1,1,1,3,3,1,1,2,1
to creating some way okay so you saying that there should be some way,-1.571,-1.433,-1.424,-1.295,-0.47,-0.958,-2.228,-1.566,-1.547,-1.331,-1.448,-1.254,-0.658,-0.557,-0.177,-1.725,2,3,2,1,1,1,3,3,1,1,3,1
increased by 10 volt LED more than tenfold and,-1.471,-1.057,-1.335,-1.295,-0.36,-0.94,-1.771,-1.883,0.383,-0.996,0.008,-0.529,4.387,2.407,0.891,0.747,2,2,1,2,1,1,3,3,1,1,1,1
it's like the Bible they're like Stone everybody who is a sinner or stone people who don't,-0.617,-0.248,-0.881,-0.889,1.659,2.722,0.927,0.457,-1.318,-1.08,-1.184,-1.133,0.737,0.697,-1.216,-1.773,2,3,2,1,2,1,2,3,2,1,1,1
provisional government what's that up in Shanghai Korean ancestors were,-0.931,-1.164,-0.907,-0.898,0.749,0.638,1.326,-0.459,1.091,2.212,0.449,-0.559,14.368,6.87,0.268,-0.857,4,3,1,1,2,1,2,3,2,1,2,1
the country but well I think that's not really the issue in this case and,-1.014,-0.867,-0.991,-0.807,-0.728,-0.714,-1.673,0.802,-0.506,-1.02,-1.272,-0.746,-0.522,-0.119,-0.757,-0.769,3,3,2,1,1,1,4,3,1,1,1,1
in their countries that were or religious problems but then in,-1.397,-1.284,-1.34,-1.343,-0.649,-0.813,-2.211,-1.81,-0.997,-0.497,-0.905,-0.869,1.059,1.001,-0.651,-0.193,3,4,1,1,1,1,4,3,1,1,2,1
170 jobs I think for fishing so there is I think there is definitely spots,-1.483,-1.271,-1.406,-1.161,0.328,-0.151,-0.902,-0.336,-1.482,-1.574,-1.475,-1.363,-0.541,-0.67,-1.922,-1.692,3,4,2,1,2,1,3,3,1,1,2,1
population does not give it the right,-0.015,0.15,-0.181,0.505,0.052,-0.182,0.714,-0.863,-1.145,-1.326,-1.312,-1.194,-0.389,-0.844,-2.039,-1.805,3,3,1,1,1,1,3,3,1,1,1,1
more difficult than for example in France most of the people that went on there,-1.635,-1.409,-1.414,-1.367,0.372,-0.294,-0.489,-1.505,-1.699,-1.525,-1.528,-1.395,-0.639,-0.633,-2.05,-1.956,3,4,2,2,2,1,3,3,2,1,1,1
I'll just okay,-1.485,-1.228,-1.408,-1.355,-0.69,0.276,-1.091,-1.776,-1.424,-1.168,-1.345,-1.304,-0.498,-0.581,-2.109,-1.499,2,2,2,2,1,1,3,2,2,1,3,1
doesn't guarantee safety so I think it's you can just,-1.319,-0.21,-1.216,-1.097,1.447,0.608,0.078,-0.38,-0.873,-1.048,-1.234,-0.677,0.057,0.536,-0.959,-1.288,3,3,2,2,2,2,3,2,2,1,1,2
think there is responsibility for Korea to Lieutenant,-1.484,-0.792,-1.347,-1.256,1.369,-0.339,0.801,-0.748,-1.189,-1.537,-1.404,-1.224,-0.155,-0.892,-2.197,-1.802,3,3,1,1,1,1,2,4,1,1,1,1
than as a foreigner stare like there I was in a,-1.553,-1.405,-1.455,-1.246,-0.792,-0.979,-2.226,-1.504,-1.543,-0.938,-1.465,-1.193,-0.678,-0.601,-1.779,-1.522,2,3,1,2,2,1,3,4,1,1,3,1
have different culinary customs you know they eat some food,-1.208,-1.178,-1.353,-0.921,0.438,0.741,-1.001,-1.101,0.627,0.097,0.592,0.064,0.271,0.074,1.083,-0.291,3,3,2,1,1,1,2,3,2,1,2,1
should put Korean people first and there are diminished I heard that there,-1.594,-1.231,-1.534,-1.336,-0.781,-1.208,-2.214,-1.831,-1.341,-1.305,-1.438,-1.293,-0.154,-0.64,0.13,-1.745,2,3,1,1,1,1,3,3,1,1,1,1
heart this children like no you have solution,-1.308,-0.901,-1.318,-1.242,0.812,0.064,-1.616,-1.342,-1.669,-1.416,-1.503,-1.395,-0.729,-1.102,-2.111,-1.638,3,3,2,1,2,1,3,3,3,1,1,2
Island and also although Korea is a default developed,-1.44,-1.263,-1.461,-1.361,-0.562,-0.954,-2.473,-1.701,-1.362,-1.495,-1.415,-1.219,-0.526,-0.922,-2.405,-1.595,3,4,1,1,1,1,3,4,2,1,1,1
in the middle income class and,-1.616,-1.403,-1.594,-1.403,-1.048,-1.272,-2.379,-1.895,-1.568,-1.515,-1.481,-1.196,-0.427,-0.595,-2.421,-1.597,3,3,1,1,1,1,2,3,1,1,1,1
stay in this country even though we actually made it into law that we could take them,-1.281,-1.265,-1.476,-1.254,-0.793,-0.843,-2.018,-1.846,-1.312,-1.302,-1.35,-1.293,-0.337,-0.484,-1.06,-1.085,3,3,1,1,1,1,3,3,1,1,1,1
Germany it's not like Germany and Israel and so but they are accepting the refugees,-1.721,-1.558,-1.645,-1.453,-1.189,-1.323,-2.636,-1.993,-0.69,0.123,-0.752,-0.118,1.871,1.431,-1.013,-0.204,3,3,1,1,2,1,3,3,1,1,1,1
I guess your prediction right that's TRUE,-1.392,-1.329,-1.231,-1.272,0.657,-0.349,-0.65,-1.736,-1.325,-1.32,-1.19,-1.148,1.258,0.068,-2.156,-1.816,3,3,1,1,1,1,4,3,1,1,1,1
new source is that an ombre known in Korea is a problem,-1.28,-1.058,-1.288,-1.137,0.847,-0.395,-0.783,-0.822,-1.674,-1.572,-1.542,-1.422,-0.752,-1.076,-2.813,-2.013,4,4,2,1,2,1,3,3,2,1,2,1
and the Korean population I believe that further education and some campaigning,-1.176,-0.582,-1.173,-1.211,-0.391,-0.429,-0.944,-1.09,-0.701,-0.206,-0.728,-1.047,2.322,1.377,1.075,-0.595,3,3,1,2,1,1,4,3,1,1,2,1
it's not comparable to the money Bushland but the thing is if you put on a ratio,-1.384,-1.176,-1.227,-1.196,0.635,-0.282,-0.68,-1.358,-1.183,-1.023,-1.358,-1.048,0.098,0.296,-2.037,-1.121,3,3,2,2,1,1,3,3,2,1,2,1
but they re they yeah at first they tried to do this job but they insisted that the,-0.897,-1.29,-1.373,-1.322,0.928,-0.059,-2.0,-1.371,-1.467,-1.566,-1.485,-1.375,-0.627,-0.992,-1.735,-1.971,3,3,1,1,1,1,3,3,1,1,1,1
but,-1.618,-1.504,-1.549,-1.391,-0.618,-0.748,-2.4,-1.952,-1.444,-0.858,-1.412,-1.266,0.245,-0.131,-1.308,-1.026,3,3,3,1,2,1,3,3,2,1,2,1
as an Evidence you showed the petition that number of the petitioners in foreign,-1.131,-1.029,-1.174,-0.681,-0.476,-0.924,-1.253,-1.199,-1.324,-0.914,-1.3,-1.179,0.04,0.121,-0.034,-1.017,3,3,1,1,2,1,3,3,1,1,1,1
lacks that I think that this kind of problem happens inside yeah well besides,-0.266,-0.361,-0.633,-0.106,-0.45,-0.67,-0.365,-1.322,-0.655,-0.649,-0.743,-0.743,3.133,2.377,0.505,-0.013,4,3,1,1,2,1,3,3,1,1,1,1
and developed country like there is like almost a double-double,-1.369,-1.106,-1.022,-1.22,1.004,0.387,-1.482,-1.036,-1.297,-0.767,-0.976,-0.93,0.372,0.036,-1.289,-1.298,3,3,1,1,2,1,3,4,2,1,1,1
for a trial at the court to let them into can stay for additional 90 days and,-0.58,-1.211,-1.215,-1.152,2.334,1.611,-0.835,-1.33,0.011,-1.292,-1.026,-0.846,0.708,0.138,0.031,-0.263,3,2,1,1,1,1,2,4,1,1,1,1
those people there so yeah I think it's for,-1.439,-1.393,-1.415,-1.358,-0.321,-0.679,-1.307,-1.745,-1.559,-1.495,-1.467,-1.351,-0.861,-1.071,-2.449,-1.815,3,3,1,1,1,1,3,3,1,1,1,1
chance and for a second second chance they got refugees from the euro,-1.195,-1.167,-1.374,-1.046,-0.03,0.128,-0.736,-1.236,-0.92,-0.922,-1.174,-1.135,-0.364,-0.747,-1.188,-1.294,2,2,1,1,2,1,2,3,1,1,1,1
Global there it doesn't it's not a global agreement between all these countries therefore,-1.572,-1.533,-1.533,-1.374,-0.42,-0.712,-2.553,-1.843,-1.02,-0.496,-1.137,-1.079,0.916,-0.398,-0.633,-1.4,3,3,2,2,2,1,3,3,1,1,2,1
to accept people of different ethnic diversity,-1.457,-1.375,-1.497,-1.303,-0.873,-1.1,-2.157,-1.888,-1.021,-0.993,-0.781,-1.275,1.41,0.758,0.785,-1.023,3,2,1,1,1,1,3,3,1,1,2,1
Korea has it's a big eyes development very quickly I would say after Korean War however if,-1.26,-1.114,-0.941,-1.121,1.982,0.858,-1.485,-1.511,-1.394,-1.426,-1.436,-1.241,-0.421,-0.691,-1.568,-1.446,3,3,2,1,2,1,3,3,1,1,2,1
be cautious in these what could be a greater issue in the future,-1.275,-1.215,-1.339,-1.301,0.038,-0.41,-1.073,-1.446,-1.394,-1.035,-1.3,-1.028,0.0,-0.52,-1.919,-1.189,2,2,2,1,1,1,3,2,1,1,3,2
Korean citizens life security and I think also is like the Privacy also,-1.338,-1.187,-1.398,-1.089,0.058,-0.275,-0.798,-1.239,-1.427,-1.131,-1.002,-1.218,1.054,0.145,0.396,0.006,3,4,1,1,1,1,3,3,1,1,2,1
is not really,-0.163,-0.413,-0.314,-1.162,2.498,0.987,1.403,-1.21,-1.354,-1.375,-1.48,-1.278,-0.463,-0.694,-1.276,-1.703,2,3,1,1,2,1,4,3,1,1,1,1
well you,-1.458,-1.393,-1.246,-1.193,0.93,-0.071,-2.323,-1.917,-1.592,-1.34,-1.407,-1.35,-0.332,-1.017,-2.332,-1.784,3,3,2,1,2,1,3,3,1,1,2,1
we need to filter out based on some evidence and,-1.564,-1.466,-1.424,-1.339,-0.044,-0.448,-2.41,-1.801,-1.519,-1.217,-1.418,-1.272,-0.478,-0.828,-1.834,-1.404,3,2,1,1,1,1,3,3,2,1,3,1
like you want to just shoot him asleep I don't,-1.523,-1.21,-1.306,-1.261,0.396,-0.407,1.354,-0.485,-1.302,-1.26,-1.269,-1.324,0.353,-0.746,-2.381,-1.726,3,3,2,1,2,1,3,3,3,1,1,2
guarantee the status of refugee in the state something,-1.369,-1.073,-1.162,-1.043,1.348,0.036,-0.913,-0.976,-1.406,-0.912,-1.12,-1.129,0.93,-0.218,1.027,-1.103,2,3,1,1,1,1,2,4,1,1,2,1
woman who actually got adopted by Korean I buy the gemenese refugee,-0.703,-0.546,-0.48,-0.918,3.478,1.3,0.927,-0.011,2.398,2.409,3.833,1.587,9.667,9.657,1.016,1.841,3,3,1,2,2,1,3,3,1,2,1,1
are usually South Korea has only hastening sign scientists in order to,-1.231,-1.17,-1.311,-1.19,0.143,-0.631,0.092,-1.764,-1.188,-0.008,-0.261,-1.031,2.728,4.666,1.335,-0.418,3,3,1,1,2,1,3,3,1,1,2,1
we'll start now okay in my opinions about your,-1.284,-0.795,-1.193,-1.247,0.965,0.836,0.077,-1.456,0.237,0.308,1.051,-0.441,8.384,4.15,-0.209,0.137,2,3,1,1,1,1,2,4,2,1,2,1
the number of foreigners living here is also there's a showing,-1.383,-0.689,-1.369,-1.296,1.1,0.023,-1.845,-0.958,-0.784,-0.565,-1.198,-0.981,3.065,1.136,0.123,-0.161,4,4,3,2,2,1,4,4,3,1,1,2
is,-1.201,-1.464,-1.432,-1.181,-0.903,-1.057,-0.931,-1.579,-1.38,-1.194,-1.147,-1.287,0.201,0.922,-1.272,-1.205,4,4,1,1,1,1,3,3,1,1,1,1
days but after that they have to go out but if they challenge,-1.355,-0.835,-1.272,-1.186,1.083,0.352,0.223,-0.621,-0.371,-0.879,-0.926,-1.128,1.452,0.282,0.886,-0.435,2,2,1,1,1,1,2,4,1,1,1,1
that is a nation that that focuses on,-1.364,-1.055,-1.455,-1.236,-0.563,-0.631,-0.984,-1.378,-1.469,-1.311,-1.455,-1.364,-0.718,-0.807,-2.586,-1.891,3,3,1,1,2,1,3,3,1,1,1,1
morale and I like not lights,-1.32,-1.133,-1.082,-1.239,-0.243,-0.338,0.03,-0.389,-1.424,-1.291,-1.44,-1.238,0.004,-0.36,-1.299,-1.329,3,3,2,1,1,1,3,3,2,1,2,1
got all the weapons before silencing and they're still have those weapons,-1.511,-1.493,-1.435,-1.294,0.21,-0.237,-2.291,-1.747,-0.339,-0.613,-0.417,-0.709,3.366,3.792,0.739,0.087,3,3,2,2,2,1,3,3,2,2,2,1
majority I don't think that they will attract to Jim and foot because it's not worldwide,-1.505,-1.241,-1.424,-1.314,-0.29,-0.798,-2.69,-1.891,-1.537,-1.447,-0.612,-1.325,-0.514,-0.633,-2.597,-1.904,2,3,2,1,1,1,2,3,2,1,2,1
okay so I think one of the major cons of,-1.16,-1.251,-1.343,-1.066,-0.561,-0.005,-1.105,-0.838,-1.29,-1.046,-1.486,-1.029,0.055,-0.248,-1.275,-1.633,2,3,1,1,1,1,2,3,1,1,1,1
the safeness of Corey as a whole,-1.219,-1.082,-1.266,-1.249,1.076,0.387,-1.983,-1.127,-1.372,-1.435,-0.994,-1.257,-0.213,0.036,-2.003,-1.666,2,4,2,1,1,1,2,3,2,1,2,1
are from like those Arab or like near Arab countries,-1.559,-1.024,-0.942,-1.258,-0.176,-0.543,-0.969,-1.527,-1.118,-1.405,-1.304,-0.83,0.225,-0.609,0.308,-1.571,2,2,1,1,2,1,3,4,1,1,3,1
and those kind of stuff and that's why they came to this country and not allowing them to,-1.462,-1.297,-1.594,-1.343,-0.798,-1.092,-1.691,-1.793,-1.03,-1.242,-1.215,-1.187,0.289,0.407,-1.629,-0.86,3,3,1,1,1,1,3,3,1,1,1,1
or like a cider just do like this again so it's just like,-1.083,-1.364,-0.954,-0.952,0.476,0.663,1.001,-0.321,-1.592,-1.555,-1.394,-1.302,-0.583,-0.75,-2.314,-1.808,4,3,2,1,2,1,3,4,2,1,2,1
as a warning sign for like a kind of risk,-1.345,-1.024,-1.242,-1.235,0.512,0.06,-0.57,-1.548,-0.283,2.099,0.499,2.035,7.967,6.9,-0.379,-0.196,4,3,1,1,3,1,3,2,1,1,2,1
except for Syria they actually put the if you read the news,-0.144,0.895,-0.562,-0.307,4.246,4.727,2.015,0.689,0.515,1.688,1.421,0.092,4.039,5.028,1.186,-0.34,4,3,1,1,2,1,3,2,1,1,2,1
really getting all these three basic insurances so,-1.588,-1.511,-1.514,-1.268,-0.536,-0.843,-2.803,-1.769,-1.586,-1.339,-1.455,-1.099,-0.518,-0.327,-0.36,-1.821,4,4,2,1,1,1,4,4,2,1,2,1
potential terrorists but if there is only one people one person,-1.434,-1.52,-1.527,-1.345,-0.681,-1.049,-2.316,-1.912,-1.602,-1.49,-0.95,-1.243,-0.405,-1.047,-2.105,-1.558,3,3,1,1,2,1,2,3,1,1,1,1
not the best way it was the easiest way that yes but it's not the best one it's like,-1.065,-0.769,-1.022,-1.276,0.701,0.574,-1.494,-1.359,-1.511,-1.47,-1.538,-1.356,-0.421,-0.552,0.754,-1.707,4,3,2,1,2,1,3,4,3,1,2,1
because of the war but then the problem is that the world was created like door was,-1.348,-1.401,-1.36,-1.209,-0.467,-0.835,-1.133,-1.832,-1.629,-1.494,-1.507,-1.305,-0.4,-0.757,-2.662,-1.794,4,4,2,1,1,1,3,3,1,1,1,1
as they've just signed they like several tens of years ago they create,-0.584,-0.233,-0.036,-0.599,-0.283,-0.608,-0.679,-0.837,-1.039,-0.617,-0.738,-0.775,1.598,1.787,1.813,-0.966,3,3,1,1,2,1,3,3,1,1,2,1
illegal immigrants are just under a process so well it's not really,-0.727,-0.252,-0.709,-0.502,-0.522,0.029,-0.231,0.38,-1.428,-1.114,-1.298,-1.02,0.21,0.333,-0.075,-1.156,3,3,1,1,1,1,4,3,1,1,1,1
of other foreigners who like these days,-1.504,-1.52,-1.481,-1.337,-0.952,-1.129,-0.887,-1.54,-1.343,-0.851,-1.336,-1.121,-0.402,-0.577,-0.136,-0.63,3,3,2,1,1,1,3,3,2,1,3,1
a bad environment for upbringing but just because,-1.015,-0.84,-1.186,-1.038,1.529,-0.099,-0.931,-1.194,-1.422,-1.047,-1.242,-1.253,0.78,0.439,-1.248,-1.61,2,3,2,1,2,1,2,3,2,1,2,1
a bit difficult to not being you mean humanitarian considering,-1.303,-0.913,-1.243,-1.038,1.796,1.528,-0.127,-1.079,-1.461,-1.568,-1.411,-1.37,-0.326,-0.598,-2.139,-1.559,3,3,2,2,2,1,3,3,3,1,1,1
they more fit to other Islamic countries but instead of going,-1.53,-1.435,-1.55,-1.36,-0.732,-1.023,-2.547,-1.658,-1.471,-1.525,-1.211,-1.272,-0.175,-0.748,-2.272,-1.885,2,3,1,1,1,1,2,2,1,1,2,1
Koreans also I mean just even just if there's only the screen and then,-0.694,-0.293,-0.577,-0.39,1.657,1.29,1.445,0.035,0.482,0.535,-0.378,-0.288,1.683,1.512,0.691,-0.017,3,3,2,2,2,2,3,3,2,1,1,2
